cr_id,trial,producer_model,evaluator_model,run_id,available_modules,known_interfaces,ours_output_file,baseline_output_file,evaluation_output_file,winner,why,ours_total_score,baseline_total_score,pure_fr_ours,pure_fr_baseline,fr_dp_bridge_ours,fr_dp_bridge_baseline,dp_im_bridge_ours,dp_im_bridge_baseline,pure_im_ours,pure_im_baseline,fr_im_bridge_ours,fr_im_bridge_baseline
CR-NGHE-004,27,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-004_trial27_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial27_20260224_181832.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial27_20260224_181907.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=20",21,20,5,3,3,4,5,4,5,4,3,5
CR-NGHE-004,27,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-004_trial27_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial27_20260224_181832.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial27_20260224_181907.json,,TIE,"Score totals (excluding N/A): ours=23, baseline=23",23,23,5,3,4,5,5,5,5,5,4,5
CR-NGHE-004,28,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-004_trial28_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-004_trial28_20260224_023005.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-004_trial28_20260224_023014.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=16",22,16,5,4,4,3,4,3,4,2,5,4
CR-NGHE-004,28,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-004_trial28_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-004_trial28_20260224_023005.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-004_trial28_20260224_023014.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,3,4,4,2,4,2,4,2,5,4
CR-NGHE-004,28,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-004_trial28_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-004_trial28_20260224_182017.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-004_trial28_20260224_182034.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=18",20,18,5,2,3,5,3,4,4,3,5,4
CR-NGHE-004,28,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-004_trial28_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-004_trial28_20260224_182017.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-004_trial28_20260224_182034.json,,BASELINE,"Score totals (excluding N/A): ours=16, baseline=18",16,18,4,2,3,4,3,4,3,4,3,4
CR-NGHE-004,28,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-004_trial28_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial28_20260224_182152.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial28_20260224_182230.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=16",23,16,5,2,5,3,5,3,4,3,4,5
CR-NGHE-004,28,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-004_trial28_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial28_20260224_182152.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial28_20260224_182230.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=23",24,23,5,4,5,4,5,5,5,5,4,5
CR-NGHE-004,29,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-004_trial29_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-004_trial29_20260224_023031.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-004_trial29_20260224_023041.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=17",23,17,5,4,4,3,4,3,5,3,5,4
CR-NGHE-004,29,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-004_trial29_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-004_trial29_20260224_023031.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-004_trial29_20260224_023041.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=14",19,14,3,4,4,2,4,2,4,2,4,4
CR-NGHE-004,29,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-004_trial29_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-004_trial29_20260224_182349.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-004_trial29_20260224_182411.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=17",22,17,5,3,3,4,5,4,4,3,5,3
CR-NGHE-004,29,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-004_trial29_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-004_trial29_20260224_182349.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-004_trial29_20260224_182411.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,2,4,3,4,3,4,3,4,3
CR-NGHE-004,29,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-004_trial29_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial29_20260224_182538.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial29_20260224_182612.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=17",21,17,2,5,5,3,5,3,4,3,5,3
CR-NGHE-004,29,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-004_trial29_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial29_20260224_182538.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial29_20260224_182612.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=22",24,22,5,4,5,4,4,5,5,5,5,4
CR-NGHE-004,30,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-004_trial30_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-004_trial30_20260224_023057.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-004_trial30_20260224_023107.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=16",22,16,5,4,4,3,4,3,4,2,5,4
CR-NGHE-004,30,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-004_trial30_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-004_trial30_20260224_023057.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-004_trial30_20260224_023107.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=14",19,14,3,4,4,2,4,2,4,2,4,4
CR-NGHE-004,30,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-004_trial30_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-004_trial30_20260224_182723.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-004_trial30_20260224_182743.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=14",24,14,5,2,5,2,5,3,4,3,5,4
CR-NGHE-004,30,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-004_trial30_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-004_trial30_20260224_182723.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-004_trial30_20260224_182743.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=15",20,15,4,2,4,2,4,3,5,4,3,4
CR-NGHE-004,30,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-004_trial30_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial30_20260224_182909.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial30_20260224_182944.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=15",25,15,5,3,5,3,5,2,5,4,5,3
CR-NGHE-004,30,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-004_trial30_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-004_trial30_20260224_182909.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-004_trial30_20260224_182944.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=21",25,21,5,4,5,4,5,4,5,5,5,4
CR-NGHE-005,1,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial1_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial1_20260224_023123.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial1_20260224_023132.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=21",24,21,4,4,5,4,5,4,5,5,5,4
CR-NGHE-005,1,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial1_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial1_20260224_023123.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial1_20260224_023132.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,1,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial1_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial1_20260224_183106.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial1_20260224_183127.json,,BASELINE,"Score totals (excluding N/A): ours=17, baseline=20",17,20,5,3,3,4,3,5,3,3,3,5
CR-NGHE-005,1,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial1_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial1_20260224_183106.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial1_20260224_183127.json,,BASELINE,"Score totals (excluding N/A): ours=17, baseline=19",17,19,4,3,3,4,3,4,4,4,3,4
CR-NGHE-005,1,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial1_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial1_20260224_183245.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial1_20260224_183320.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=17",24,17,5,3,5,4,5,3,4,3,5,4
CR-NGHE-005,1,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial1_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial1_20260224_183245.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial1_20260224_183320.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=19",25,19,5,3,5,4,5,4,5,4,5,4
CR-NGHE-005,2,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial2_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial2_20260224_023148.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial2_20260224_023157.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,4,3,5,4,5,5,5,4
CR-NGHE-005,2,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial2_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial2_20260224_023148.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial2_20260224_023157.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,2,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial2_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial2_20260224_183443.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial2_20260224_183507.json,,TIE,"Score totals (excluding N/A): ours=19, baseline=19",19,19,5,3,3,4,3,5,3,3,5,4
CR-NGHE-005,2,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial2_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial2_20260224_183443.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial2_20260224_183507.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,2,4,4,4,4,4,4,4,3
CR-NGHE-005,2,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial2_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial2_20260224_183625.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial2_20260224_183703.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=19",21,19,5,4,3,5,4,5,4,2,5,3
CR-NGHE-005,2,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial2_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial2_20260224_183625.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial2_20260224_183703.json,,TIE,"Score totals (excluding N/A): ours=23, baseline=23",23,23,5,4,4,5,4,5,5,5,5,4
CR-NGHE-005,3,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial3_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial3_20260224_023215.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial3_20260224_023224.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,4,3,5,4,5,5,5,4
CR-NGHE-005,3,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial3_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial3_20260224_023215.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial3_20260224_023224.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=13",20,13,4,3,4,2,4,2,4,4,4,2
CR-NGHE-005,3,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial3_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial3_20260224_183826.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial3_20260224_183845.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=13",22,13,5,2,5,3,4,3,3,2,5,3
CR-NGHE-005,3,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial3_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial3_20260224_183826.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial3_20260224_183845.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=16",19,16,4,2,4,4,4,3,3,4,4,3
CR-NGHE-005,3,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial3_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial3_20260224_184006.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial3_20260224_184043.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=15",24,15,5,2,5,3,5,3,4,3,5,4
CR-NGHE-005,3,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial3_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial3_20260224_184006.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial3_20260224_184043.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=22",24,22,5,3,5,4,5,5,5,5,4,5
CR-NGHE-005,4,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial4_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial4_20260224_023245.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial4_20260224_023254.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=21",24,21,4,4,5,4,5,4,5,5,5,4
CR-NGHE-005,4,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial4_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial4_20260224_023245.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial4_20260224_023254.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,4,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial4_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial4_20260224_184159.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial4_20260224_184221.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=17",22,17,5,2,5,3,3,5,4,4,5,3
CR-NGHE-005,4,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial4_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial4_20260224_184159.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial4_20260224_184221.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=16",22,16,4,2,4,3,5,4,5,4,4,3
CR-NGHE-005,4,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial4_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial4_20260224_184339.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial4_20260224_184410.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=19",22,19,5,3,3,5,5,4,4,3,5,4
CR-NGHE-005,4,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial4_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial4_20260224_184339.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial4_20260224_184410.json,,TIE,"Score totals (excluding N/A): ours=22, baseline=22",22,22,5,3,4,5,4,5,5,4,4,5
CR-NGHE-005,5,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial5_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial5_20260224_023311.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial5_20260224_023320.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=21",24,21,4,4,5,4,5,4,5,5,5,4
CR-NGHE-005,5,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial5_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial5_20260224_023311.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial5_20260224_023320.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,5,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial5_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial5_20260224_184520.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial5_20260224_184544.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,5,2,4,2,3,5,4,3,3,5
CR-NGHE-005,5,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial5_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial5_20260224_184520.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial5_20260224_184544.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=17",22,17,4,2,4,3,5,4,4,4,5,4
CR-NGHE-005,5,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial5_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial5_20260224_184709.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial5_20260224_184741.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=16",22,16,5,3,3,4,5,3,4,2,5,4
CR-NGHE-005,5,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial5_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial5_20260224_184709.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial5_20260224_184741.json,,BASELINE,"Score totals (excluding N/A): ours=22, baseline=23",22,23,5,3,4,5,4,5,5,5,4,5
CR-NGHE-005,6,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial6_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial6_20260224_023339.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial6_20260224_023348.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=21",24,21,4,4,5,4,5,4,5,5,5,4
